"ORGANISATION_NAME","SUBURB","STATE","POSTCODE","LONGITUDE","LATITUDE","NHSD_SERVICE_TYPE","GA_CLASS","Services"
"Canley Vale Pharmacy","Canley Vale","NSW",2166,150.9428905,-33.88746361,"Pharmacy service","Pharmacy",3
"Terrywhite Chemmart Maddingley","Maddingley","VIC",3340,144.41336142,-37.68852965,"Pharmacy service","Pharmacy",2
"Healthylife Pharmacy Hornsby","Hornsby","NSW",2077,151.11256169,-33.70255459,"Hospital pharmacy service","Pharmacy",28
"Bell Park Pharmacy","Bell Park","VIC",3215,144.334121704102,-38.1107482910156,"Pharmacy service","Pharmacy",5
"Priceline Pharmacy Orange City Centre","Orange","NSW",2800,149.09958854,-33.28463693,"Pharmacy service","Pharmacy",32
"Pharmacy 777 Mount Hawthorn","Mount Hawthorn","WA",6016,115.83895071,-31.92173661,"Pharmacy service","Pharmacy",4
"Optimal Pharmacy Plus Scarborough","Scarborough","WA",6019,115.766082763672,-31.894401550293,"Pharmacy service","Pharmacy",9
"Diggers Rest Pharmacy","Diggers Rest","VIC",3427,144.70622253418,-37.6237983703613,"Pharmacy service","Pharmacy",3
"Chemist Warehouse Watsonia","Watsonia","VIC",3087,145.08268481,-37.7087138,"Pharmacy service","Pharmacy",9
"Chemist Warehouse Ipswich Centre Plaza","Ipswich","QLD",4305,152.761215209961,-27.6164112091064,"Pharmacy service","Pharmacy",19
"Park Orchards Pharmacy","Park Orchards","VIC",3114,145.21727209,-37.77923486,"Pharmacy service","Pharmacy",1
"Calmans Pharmacy","Picnic Point","NSW",2213,151.008117675781,-33.9704513549805,"Pharmacy service","Pharmacy",2
"Port Melbourne Pharmacy","Port Melbourne","VIC",3207,144.941818237305,-37.8387985229492,"Pharmacy service","Pharmacy",10
"Terrywhite Chemmart Rockhampton Day & Night","Rockhampton City","QLD",4700,150.51136916,-23.38020713,"Pharmacy service","Pharmacy",7
"Bart Vanarey Maryborough Pharmacy","Maryborough","QLD",4650,152.700042724609,-25.5310821533203,"Pharmacy service","Pharmacy",22
"Capital Chemist Narooma Plaza Pharmacy","Narooma","NSW",2546,150.12746484,-36.22375346,"Pharmacy service","Pharmacy",6
"Hps Pharmacies Richmond","Richmond","VIC",3121,144.99897096,-37.81468151,"Pharmacy service","Pharmacy",37
"Amcal+ Pharmacy Murgon","Murgon","QLD",4605,151.939727783203,-26.2416572570801,"Pharmacy service","Pharmacy",4
"Terrywhite Chemmart Beaumaris","Beaumaris","VIC",3193,145.033935546875,-37.9866447448731,"Pharmacy service","Pharmacy",6
"Star Discount Chemist Narangba","Narangba","QLD",4504,152.95908368,-27.20278941,"Pharmacy service","Pharmacy",5
"Direct Chemist Outlet Central West","Braybrook","VIC",3019,144.86135373,-37.79382164,"Pharmacy service","Pharmacy",9
"Cincotta Discount Chemist Merrylands No 2","Merrylands","NSW",2160,150.98920338,-33.83533012,"Pharmacy service","Pharmacy",22
"Charters Towers Pharmacy","Charters Towers City","QLD",4820,146.25913787,-20.07668371,"Pharmacy service","Pharmacy",7
"Ramsay Pharmacy Wyalla","Newtown","QLD",4350,151.93064439,-27.5540156,"Pharmacy service","Pharmacy",24
"Chester Square Pharmacy","Chester Hill","NSW",2162,151.00105334,-33.88229396,"Pharmacy service","Pharmacy",9
"Priceline Pharmacy Beaudesert","Beaudesert","QLD",4285,152.99877239,-27.98845859,"Pharmacy service","Pharmacy",11
"United Chemists Capalaba","Capalaba","QLD",4157,153.198028564453,-27.5215663909912,"Pharmacy service","Pharmacy",19
"Hps Pharmacies - Wellington","Launceston","TAS",7250,147.13882727,-41.44294795,"Hospital pharmacy service","Pharmacy",21
"Trinity Medical Centre Pharmacy","Salisbury North","SA",5108,138.632995605469,-34.7537002563477,"Pharmacy service","Pharmacy",4
"Chemist Warehouse Chermside","Chermside","QLD",4032,153.03022641,-27.38505165,"Pharmacy service","Pharmacy",13
"Superchem Rockingham Beach Pharmacy","Rockingham","WA",6168,115.726997375488,-32.2760009765625,"Pharmacy service","Pharmacy",15
"Your Chemist Shop Maroubra","Maroubra","NSW",2035,151.239120483398,-33.9388084411621,"Pharmacy service","Pharmacy",19
"The Happy Pill Pharmacy","Wyalkatchem","WA",6485,117.383666992188,-31.1817378997803,"Pharmacy service","Pharmacy",3
"Orange Compounding Pharmacy","Orange","NSW",2800,149.0982,-33.283677,"Pharmacy service","Pharmacy",32
"Rochester's Pharmacy","Villawood","NSW",2163,150.976440429688,-33.8829383850098,"Pharmacy service","Pharmacy",3
"Ufs Dispensaries Ballarat (Victoria Street)","Ballarat","VIC",3350,143.884307861328,-37.5591430664063,"Pharmacy service","Pharmacy",1
"Community Care Chemist North Geelong","Bell Park","VIC",3215,144.34267492,-38.11109743,"Pharmacy service","Pharmacy",5
"Terrywhite Chemmart Werribee","Werribee","VIC",3030,144.701141357422,-37.8864784240723,"Pharmacy service","Pharmacy",34
"Priceline Pharmacy Pitt Street","Sydney","NSW",2000,151.20883892,-33.86700309,"Pharmacy service","Pharmacy",64
"Quakers Hill Discount Chemist","Quakers Hill","NSW",2763,150.884094238281,-33.7264556884766,"Pharmacy service","Pharmacy",12
"Monto Pharmacy","Monto","QLD",4630,151.122344970703,-24.8640766143799,"Pharmacy service","Pharmacy",4
"Choice Pharmacy Colebee","Colebee","NSW",2761,150.84921,-33.72392587,"Pharmacy service","Pharmacy",3
"Amcal Pharmacy Bray Park","Bray Park","QLD",4500,152.9768624,-27.28834554,"Pharmacy service","Pharmacy",4
"Dernancourt Pharmacy","Dernancourt","SA",5075,138.683289,-34.862129,"Pharmacy service","Pharmacy",2
"Moorebank Day & Night Pharmacy","Moorebank","NSW",2170,150.94913178,-33.93330396,"Pharmacy service","Pharmacy",5
"Ramsay Pharmacy Taylor Centre","Woolloongabba","QLD",4102,153.02926451,-27.48807174,"Pharmacy service","Pharmacy",12
"Priceline Pharmacy North Sydney","North Sydney","NSW",2060,151.20821491,-33.83987907,"Pharmacy service","Pharmacy",10
"Priceline Pharmacy Yamanto","Yamanto","QLD",4305,152.7419063,-27.6604552,"Pharmacy service","Pharmacy",2
"Pharmcare Discount Pharmacy","Dandenong","VIC",3175,145.217178344727,-37.970329284668,"Pharmacy service","Pharmacy",35
"Twc Macquarie St Pharmacy","Sydney","NSW",2000,151.21211362,-33.86679354,"Pharmacy service","Pharmacy",64
"Nourish Health","Fremantle","WA",6160,115.74826844,-32.0542182,"Pharmacy service","Pharmacy",17
"Jetty Village Pharmacy","Coffs Harbour","NSW",2450,153.137588500977,-30.3028659820557,"Pharmacy service","Pharmacy",26
"Chemist Warehouse Castle Towers","Castle Hill","NSW",2154,151.00415567,-33.7319684,"Pharmacy service","Pharmacy",23
"Amcal Cannington","Cannington","WA",6107,115.93843156,-32.01877976,"Pharmacy service","Pharmacy",9
"Atwell Community Pharmacy","Atwell","WA",6164,115.866432189941,-32.1364212036133,"Pharmacy service","Pharmacy",6
"Roma Pharmacy","Roma","QLD",4455,148.789764404297,-26.5720100402832,"Pharmacy service","Pharmacy",10
"Bondi Pharmacy","Bondi Beach","NSW",2026,151.271575927734,-33.8894081115722,"Pharmacy service","Pharmacy",9
"Priceline Pharmacy Parramatta","Parramatta","NSW",2150,151.00216361,-33.81773757,"Pharmacy service","Pharmacy",19
"Alice Springs Pharmacy","Alice Springs","NT",870,133.88086232,-23.69945624,"Pharmacy service","Pharmacy",11
"East Village Pharmacy","Zetland","NSW",2017,151.21310445,-33.9052837,"Pharmacy service","Pharmacy",4
"Wizard Pharmacy Perth - Brookfield Place","Perth","WA",6000,115.85486934,-31.9548277,"Pharmacy service","Pharmacy",37
"Old Bar Pharmacy","Old Bar","NSW",2430,152.584991455078,-31.9692897796631,"Pharmacy service","Pharmacy",1
"Priceline Pharmacy Showgrounds","Flemington","VIC",3031,144.91511733,-37.7822713,"Pharmacy service","Pharmacy",9
"Galluzzo's Chemist Riverwood Plaza","Riverwood","NSW",2210,151.05112801,-33.95245356,"Pharmacy service","Pharmacy",14
"Kingscliff 7-Day Chempro Chemist","Kingscliff","NSW",2487,153.577255249023,-28.2562713623047,"Pharmacy service","Pharmacy",5
"Mcdonalds Pharmacy St Ives","St Ives","NSW",2075,151.16197673,-33.72989444,"Pharmacy service","Pharmacy",11
"Pittwater Pharmacy","Mona Vale","NSW",2103,151.303419,-33.676594,"Pharmacy service","Pharmacy",14
"Priceline Pharmacy Oasis","Broadbeach","QLD",4218,153.43267219,-28.02966876,"Pharmacy service","Pharmacy",8
"Gordon Pharmacy","Gordon","VIC",3345,144.10418745,-37.58157532,"Pharmacy service","Pharmacy",8
"Wholelife Pharmacy And Healthfoods Belgian Gardens","Belgian Gardens","QLD",4810,146.796051025391,-19.2455806732178,"Pharmacy service","Pharmacy",2
"Ramsay Pharmacy Elermore Vale","Elermore Vale","NSW",2287,151.67492549,-32.91725244,"Pharmacy service","Pharmacy",1
"Greythorn Amcal Pharmacy","Balwyn North","VIC",3104,145.094116210938,-37.7915115356445,"Pharmacy service","Pharmacy",12
"Warrigal Road Chempro Chemist","Eight Mile Plains","QLD",4113,153.087158203125,-27.5744152069092,"Pharmacy service","Pharmacy",7
"Smith Street Soul Pattinson Chemist","Collingwood","VIC",3066,144.98360853,-37.80400174,"Pharmacy service","Pharmacy",12
"Seaview Pharmacy","Beaumaris","VIC",3193,145.04596278,-37.97871426,"Pharmacy service","Pharmacy",6
"Tuross Pharmacy","Tuross Head","NSW",2537,150.13975631,-36.0589067,"Pharmacy service","Pharmacy",2
"Paraburdoo Pharmacy","Paraburdoo","WA",6754,117.671775817871,-23.2000560760498,"Pharmacy service","Pharmacy",3
"Emslie's Floreat Pharmacy","Floreat","WA",6014,115.801231384277,-31.9411125183105,"Pharmacy service","Pharmacy",3
"Ramsay Pharmacy Wendouree Shopping Centre","Wendouree","VIC",3355,143.82454379,-37.53417077,"Pharmacy service","Pharmacy",9
"Harts Pharmacy","Crookwell","NSW",2583,149.469451904297,-34.4573745727539,"Pharmacy service","Pharmacy",7
"The Henty Pharmacy","Henty","NSW",2658,147.033508300781,-35.5167770385742,"Pharmacy service","Pharmacy",2
"Chemist Warehouse North Sydney","North Sydney","NSW",2060,151.20913466,-33.83757774,"Pharmacy service","Pharmacy",10
"South Hurstville Market Pharmacy","South Hurstville","NSW",2221,151.103576660156,-33.9779663085938,"Pharmacy service","Pharmacy",3
"O'grady's Pharmacy","Cabramatta West","NSW",2166,150.912460327148,-33.896369934082,"Pharmacy service","Pharmacy",3
"Pharmacy 777 Canning Bridge","Applecross","WA",6153,115.848373413086,-32.0127792358398,"Pharmacy service","Pharmacy",5
"Hampton Discount Chemist","Hampton","VIC",3188,145.002456665039,-37.9366493225098,"Pharmacy service","Pharmacy",5
"Glen Waverley Pharmacy","Glen Waverley","VIC",3150,145.165115356445,-37.8808326721191,"Pharmacy service","Pharmacy",27
"Amcal Pharmacy Regents Park","Regents Park","QLD",4118,153.03486811,-27.66597585,"Pharmacy service","Pharmacy",6
"Pharmacy 777 Morley","Morley","WA",6062,115.90464979,-31.88749297,"Pharmacy service","Pharmacy",13
"Whiteman Edge 7 Day Pharmacy","Brabham","WA",6055,115.96887373,-31.83107757,"Pharmacy service","Pharmacy",2
"Greenbrook Pharmacy","Epping","VIC",3076,145.04058297,-37.64632411,"Pharmacy service","Pharmacy",36
"David Jones Pharmacy","Murrumbeena","VIC",3163,145.067276000977,-37.8893508911133,"Pharmacy service","Pharmacy",2
"Flannery's Pharmacy","Forbes","NSW",2871,148.006942749023,-33.383659362793,"Pharmacy service","Pharmacy",7
"Gawler East Pharmacy","Gawler East","SA",5118,138.76294395,-34.59864488,"Pharmacy service","Pharmacy",6
"Mandurah Central Pharmacy","Mandurah","WA",6210,115.72095489502,-32.5335350036621,"Pharmacy service","Pharmacy",18
"Cockburn Soul Pattinson Chemist","Success","WA",6164,115.857195902164,-32.1314669232369,"Pharmacy service","Pharmacy",7
"Booth Street Pharmacy","Annandale","NSW",2038,151.173431396484,-33.8821182250977,"Pharmacy service","Pharmacy",5
"Star Discount Chemist Emu Park","Emu Park","QLD",4710,150.827896118164,-23.2569274902343,"Pharmacy service","Pharmacy",3
"Norfolk Island Pharmacy","Norfolk Island","NSW",2899,167.9517281,-29.03412515,"Pharmacy service","Pharmacy",3
"Dartnells Pharmacy Caulfield South","Caulfield","VIC",3162,145.02345466,-37.88689075,"Pharmacy service","Pharmacy",3
"Tim Siv's Terrywhite Chemmart Clare","Clare","SA",5453,138.611679077148,-33.8331413269043,"Pharmacy service","Pharmacy",6
"Priceline Pharmacy Norwood","Norwood","SA",5067,138.63567465,-34.92066372,"Pharmacy service","Pharmacy",11
"Good Price Discount Pharmacy Warrawong","Warrawong","NSW",2502,150.88921809,-34.48499042,"Pharmacy service","Pharmacy",11
"Good Price Pharmacy Warehouse Deagon","Deagon","QLD",4017,153.05697565,-27.32957407,"Pharmacy service","Pharmacy",2
"Cobram Discount Drug Store","Cobram","VIC",3644,145.64772,-35.920219,"Pharmacy service","Pharmacy",9
"Terrywhite Chemmart Glenelg East Day & Night Pharmacy","Glenelg East","SA",5045,138.5240332,-34.98694142,"Pharmacy service","Pharmacy",4
"Maryborough Pharmacy","Maryborough","VIC",3465,143.737798,-37.046489,"Pharmacy service","Pharmacy",22
"Ballarat Family Care Pharmacy","Wendouree","VIC",3355,143.83781233,-37.54148346,"Pharmacy service","Pharmacy",9
"Laura Pharmacy","Laura","SA",5480,138.30026138,-33.1848312,"Pharmacy service","Pharmacy",6
"Choice Pharmacy Eastern Creek","Eastern Creek","NSW",2766,150.85383339,-33.78493901,"Pharmacy service","Pharmacy",2
"Good Price Pharmacy Warehouse Cambridge","Cambridge","TAS",7170,147.470336914063,-42.8327026367188,"Pharmacy service","Pharmacy",2
"Terrywhite Chemmart Balhannah","Balhannah","SA",5242,138.8271578,-34.9906994,"Pharmacy service","Pharmacy",2
"Chemist Warehouse Chadstone Homemaker Centre","Chadstone","VIC",3148,145.09123056,-37.87893514,"Pharmacy service","Pharmacy",6
"Minto Group Discount Pharmacy","Minto","NSW",2566,150.84852019,-34.0318551,"Pharmacy service","Pharmacy",7
"Priceline Pharmacy Watergardens","Taylors Lakes","VIC",3038,144.77416478,-37.70019842,"Pharmacy service","Pharmacy",10
"Lilydale Pharmacy","Lilydale","TAS",7268,147.217178,-41.249603,"Pharmacy service","Pharmacy",16
"Bundoora Medical Centre Pharmacy","Bundoora","VIC",3083,145.07110889,-37.67954594,"Pharmacy service","Pharmacy",19
"Manning Pharmacy","Manning","WA",6152,115.86846593,-32.01496465,"Pharmacy service","Pharmacy",5
"United Chemists Wharflands","Port Augusta","SA",5700,137.761871337891,-32.4898910522461,"Pharmacy service","Pharmacy",11
"Terrywhite Chemmart - New Farm","New Farm","QLD",4005,153.04159615,-27.46324761,"Pharmacy service","Pharmacy",4
"Discount Drug Store Franklin","Franklin","ACT",2913,149.1485908,-35.20021623,"Pharmacy service","Pharmacy",4
"Naim Pharmacy","North Ryde","NSW",2113,151.12503854,-33.78759494,"Pharmacy service","Pharmacy",11
"Mortlake Pharmacy","Mortlake","VIC",3272,142.806823730469,-38.0805702209473,"Pharmacy service","Pharmacy",4
"Terrywhite Chemmart Dallas Parade Compounding Pharmacy","Keperra","QLD",4054,152.958871,-27.409355,"Pharmacy service","Pharmacy",6
"Nabiac Pharmacy","Nabiac","NSW",2312,152.38053894043,-32.0990028381348,"Pharmacy service","Pharmacy",2
"Wizard Pharmacy Bunbury Centrepoint","Bunbury","WA",6230,115.640449523926,-33.3260726928711,"Pharmacy service","Pharmacy",11
"Terrywhite Chemmart Hilton","Hilton","SA",5033,138.56184928,-34.93159708,"Pharmacy service","Pharmacy",6
"Charleville Pharmacy","Charleville","QLD",4470,146.240127563477,-26.4020328521729,"Pharmacy service","Pharmacy",8
"Capital Chemist Junee","Junee","NSW",2663,147.585021972656,-34.8706474304199,"Pharmacy service","Pharmacy",4
"Quality Pharmacy 777 Burwood East","Burwood East","VIC",3151,145.13346862793,-37.8528938293457,"Pharmacy service","Pharmacy",11
"Blooms The Chemist Casey Central","Narre Warren South","VIC",3805,145.29884974,-38.06767392,"Pharmacy service","Pharmacy",6
"Chemist Warehouse Gladstone Square","Gladstone Central","QLD",4680,151.25712948,-23.84580187,"Pharmacy service","Pharmacy",8
"The Bush Chemist Cootamundra","Cootamundra","NSW",2590,148.024765014648,-34.6385650634766,"Pharmacy service","Pharmacy",6
"Mediadvice Pharmacy Earlwood","Earlwood","NSW",2206,151.1258747,-33.92611536,"Pharmacy service","Pharmacy",12
"Midland Gate Pharmacy","Midland","WA",6056,116.010391235352,-31.8898258209229,"Pharmacy service","Pharmacy",22
"Mirboo North Pharmacy","Mirboo North","VIC",3871,146.156463623047,-38.4011993408203,"Pharmacy service","Pharmacy",2
"Ourimbah Pharmacy","Ourimbah","NSW",2258,151.36994934082,-33.361686706543,"Pharmacy service","Pharmacy",4
"Chemist King Colonel Light Gardens","Colonel Light Gardens","SA",5041,138.591995239258,-34.981201171875,"Pharmacy service","Pharmacy",2
"Cobden Pharmacy","Cobden","VIC",3266,143.076248168945,-38.3288459777832,"Pharmacy service","Pharmacy",4
"Priceline Pharmacy Casino","Casino","NSW",2470,153.048629760742,-28.8635730743408,"Pharmacy service","Pharmacy",11
"Zeehan Pharmacy","Zeehan","TAS",7469,145.334930419922,-41.8819427490234,"Pharmacy service","Pharmacy",2
"Blooms The Chemist Orange","Orange","NSW",2800,149.101379394531,-33.2838592529297,"Pharmacy service","Pharmacy",32
"The Centre Pharmacy Kootingal","Kootingal","NSW",2352,151.05451965332,-31.0581893920898,"Pharmacy service","Pharmacy",1
"Chemist Hub Wallsend","Wallsend","NSW",2287,151.66724646,-32.90244164,"Pharmacy service","Pharmacy",11
"Blackbutt Pharmacy","Blackbutt","QLD",4314,152.10585485,-26.88616538,"Pharmacy service","Pharmacy",1
"Wizard Pharmacy Morley Galleria No. 2","Morley","WA",6062,115.902801513672,-31.8953990936279,"Pharmacy service","Pharmacy",13
"Chemist Warehouse Kew","Kew","VIC",3101,145.029479980469,-37.8070259094238,"Pharmacy service","Pharmacy",9
"Greenleaf Pharmacy Subiaco","Subiaco","WA",6008,115.8332,-31.94738,"Pharmacy service","Pharmacy",17
"Priceline Pharmacy Armadale Central","Armadale","WA",6112,116.01483502,-32.15036184,"Pharmacy service","Pharmacy",18
"Normanhurst Pharmacy","Normanhurst","NSW",2076,151.09682326,-33.72161936,"Pharmacy service","Pharmacy",2
"Amcal Kingsthorpe Pharmacy","Kingsthorpe","QLD",4400,151.81640959,-27.47799815,"Pharmacy service","Pharmacy",3
"Preston South Pharmacy","Thornbury","VIC",3071,144.994537353516,-37.7519454956055,"Pharmacy service","Pharmacy",11
"Dromana Amcal Pharmacy","Dromana","VIC",3936,144.96466636,-38.33367459,"Pharmacy service","Pharmacy",4
"House Of Pharmacy","Double Bay","NSW",2028,151.24302674,-33.87743245,"Pharmacy service","Pharmacy",7
"Canley Heights Pharmacy","Canley Heights","NSW",2166,150.925796508789,-33.8835639953613,"Pharmacy service","Pharmacy",9
"Gymea Pharmacy","Gymea","NSW",2227,151.085067749023,-34.0366935729981,"Pharmacy service","Pharmacy",8
"Townsville Chempro Chemist","Garbutt","QLD",4814,146.75785015,-19.27578796,"Pharmacy service","Pharmacy",5
"Vicky Melissas Pharmacy","Clayton South","VIC",3169,145.1159834,-37.92848963,"Pharmacy service","Pharmacy",3
"Woolgoolga Discount Pharmacy","Woolgoolga","NSW",2456,153.202423095703,-30.1106071472168,"Pharmacy service","Pharmacy",6
"Mundaring Community Pharmacy","Mundaring","WA",6073,116.168441772461,-31.9030323028564,"Pharmacy service","Pharmacy",5
"Chemsave Kingston Pharmacy","Kingston","QLD",4114,153.109191894531,-27.6593399047852,"Pharmacy service","Pharmacy",17
"Leichhardt Pharmacy","Leichhardt","QLD",4305,152.74152138,-27.62728031,"Pharmacy service","Pharmacy",17
"Priceline Pharmacy Mosman","Mosman","NSW",2088,151.24073593,-33.82424223,"Pharmacy service","Pharmacy",17
"Terrywhite Chemmart Maitland","Maitland","NSW",2320,151.55568928,-32.73258504,"Pharmacy service","Pharmacy",17
"Unanderra Pharmacy","Unanderra","NSW",2526,150.844987,-34.453737,"Pharmacy service","Pharmacy",6
"Priceline Pharmacy Runaway Bay","Runaway Bay","QLD",4216,153.400497436523,-27.9136943817139,"Pharmacy service","Pharmacy",9
"Smythesdale Pharmacy","Smythesdale","VIC",3351,143.68624886,-37.64414079,"Pharmacy service","Pharmacy",2
"Chemist Warehouse Port Adelaide","Port Adelaide","SA",5015,138.504547119141,-34.8455123901367,"Pharmacy service","Pharmacy",4
