ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Galston Community Health Centre,Galston,NSW,2159,151.04591369628900,-33.65097427368160,"Maternal, child and family health service",GP
Clare Lane Midwifery Services,Mitcham,VIC,3132,145.20738220214800,-37.810691833496100,"Maternal, child and family health service",GP
Coen Apunipima Health Centre,Coen,QLD,4892,143.200781,-13.944593,General practice service,GP
Malvern Road Medical Centre,Glenwood,NSW,2768,150.92218017578100,-33.73398208618160,General practice service,GP
Kurri Kurri Hospital,Kurri Kurri,NSW,2327,151.4629669189450,-32.825523376464800,Nurse led clinic,GP
Medi7 - St Kilda Rd,Melbourne,VIC,3004,144.97930908203100,-37.8445930480957,General practice service,GP
Well On Bay,Port Melbourne,VIC,3207,144.94086166,-37.84068576,General practice service,GP
Bidyadanga Health Clinic,Broome,WA,6725,122.5911865234380,-18.049711227417000,"Maternal, child and family health service",GP
Asylum Seeker Resource Centre,Footscray,VIC,3011,144.89871215820300,-37.8032341003418,General practice service,GP
Leichhardt Medical Centre - Norton Street,Leichhardt,NSW,2040,151.1572723388670,-33.88774108886720,General practice service,GP
Maternal And Child Health Centre - Coldstream,Coldstream,VIC,3770,145.38180541992200,-37.733154296875,"Maternal, child and family health service",GP
Canning Medical Centre,Fremantle,WA,6160,115.7520980834960,-32.053035736084000,General practice service,GP
Headspace Melton,Melton South,VIC,3338,144.57448522,-37.70262945,General practice service,GP
Double Bay Doctors,Double Bay,NSW,2028,151.2448272705080,-33.87691879272460,"Maternal, child and family health service",GP
Cowra Medical Associates,Cowra,NSW,2794,148.69512939453100,-33.835670471191400,General practice service,GP
Wilora Community Health Centre,Wilora,NT,872,133.7297821044920,-21.742055892944300,Aboriginal and Torres Strait Islander health service,GP
Maternal And Child Health Centre - Timboon,Timboon,VIC,3268,142.97732543945300,-38.485679626464800,"Maternal, child and family health service",GP
Bribie Island Child Health,Bongaree,QLD,4507,153.15916442871100,-27.083492279052700,"Maternal, child and family health service",GP
Ebm Family Medical Practice,Mawson Lakes,SA,5095,138.6077880859380,-34.802303314209000,General practice service,GP
Warringah Medical And Dental Centre,Brookvale,NSW,2100,151.2680206298830,-33.765079498291000,General practice service,GP
Acacia Ridge Child Health Service (Early Years Centre),Acacia Ridge,QLD,4110,153.0159454345700,-27.581113815307600,"Maternal, child and family health service",GP
Macarthur Child And Family Health Nursing Sustained Health Home Visiting Program - Bulundidi Gudaga,Narellan,NSW,2567,150.73541259765600,-34.04283142089840,"Maternal, child and family health service",GP
Corrimal Medical & Dental Centre A For Health Practice,Corrimal,NSW,2518,150.8959503173830,-34.37187957763670,General practice service,GP
Blessed Health Care,Campsie,NSW,2194,151.10194396972700,-33.91222381591800,General practice service,GP
Banora Point Medical Centre,Banora Point,NSW,2486,153.521667480468,-28.2137756347656,General practice service,GP
Backbone Youth Arts,East Brisbane,QLD,4169,153.04318237304700,-27.478368759155300,"Maternal, child and family health service",GP
Bayswater Child Health Centre,Bayswater,WA,6053,115.91400146484400,-31.919898986816400,"Maternal, child and family health service",GP
Christies Beach Medical Centre,Christies Beach,SA,5165,138.4818115234380,-35.13954162597660,General practice service,GP
Dubbo Child & Adolescent Community Mental Health Service,Dubbo,NSW,2830,148.6036376953130,-32.25196838378910,"Maternal, child and family health service",GP
Yass  Child And Family Health Service,Yass,NSW,2582,148.90682983398400,-34.84396743774410,"Maternal, child and family health service",GP
Cancer Council Queensland - Olive Mcmahon Lodge,East Toowoomba,QLD,4350,151.97527,-27.56664,Community cancer service,GP
Myhealth Darling Square,Sydney,NSW,2000,151.20130920410200,-33.87886428833010,General practice service,GP
Ochre Health Medical Centre - King Island,Currie,TAS,7256,143.85789406,-39.92981715,General practice service,GP
First Health Medical Centre - Hampton Park,Hampton Park,VIC,3976,145.26702880859400,-38.035240173339800,General practice service,GP
Merge Health,Richmond,VIC,3121,145.0140643,-37.81237145,General practice service,GP
Carlingford Medical Practice,Carlingford,NSW,2118,151.0582733154300,-33.76437759399410,General practice service,GP
Lake Grace Child Health Centre,Lake Grace,WA,6353,118.45346069335900,-33.10139083862310,"Maternal, child and family health service",GP
Menzies Child Health Centre,Menzies,WA,6436,121.0232925415040,-29.68877410888670,"Maternal, child and family health service",GP
Stirling Medical Centre,Cranbourne North,VIC,3977,145.267879,-38.069779,General practice service,GP
Palmers Medical Centre Woodlea,Aintree,VIC,3336,144.67199075613900,-37.72274123936860,General practice service,GP
Port Broughton District Hospital And Health Services,Port Broughton,SA,5522,137.93389371176300,-33.60095067477620,"Maternal, child and family health service",GP
Ochre Medical Centre Lithgow,Lithgow,NSW,2790,150.1556854248050,-33.48135757446290,General practice service,GP
Kambalda Health Centre,Kambalda West,WA,6442,121.62008666992200,-31.209142684936500,"Maternal, child and family health service",GP
Cancer Council Queensland - Marylyn Mayo Lodge,Woree,QLD,4868,145.74019854,-16.94883405,Community cancer service,GP
Glenrock Country Practice - Wagga Wagga,Glenfield Park,NSW,2650,147.33245849609400,-35.13671875,"Maternal, child and family health service",GP
The Rowley Road Clinic,Aldinga Beach,SA,5173,138.4606170654300,-35.27803039550780,General practice service,GP
Wghg Rawson Community Health Centre,Rawson,VIC,3825,146.39718627929700,-37.95690155029300,Nurse led clinic,GP
Our Medical Home Marsden Park,Marsden Park,NSW,2765,150.84039306640600,-33.71974563598630,General practice service,GP
Capella Outpatients Clinic,Capella,QLD,4723,148.0218963623050,-23.08024787902830,Nurse led clinic,GP
Young Street Medical And Dental Centre Frankston,Frankston,VIC,3199,145.12408447265600,-38.14524841308590,General practice service,GP
Ochre Medical Centre - Hobart,Hobart,TAS,7000,147.32292611,-42.88551342,General practice service,GP
Algester Star Doctors,Algester,QLD,4115,153.03216552734400,-27.61003875732420,General practice service,GP
Magnetic Island Health Service Centre,Nelly Bay,QLD,4819,146.849853515625,-19.157493591308600,"Maternal, child and family health service",GP
Gawler Health Service,Gawler East,SA,5118,138.75521850585900,-34.59321212768560,Aboriginal and Torres Strait Islander health service,GP
St Luke The Physician Medical And Dental Centre,Raby,NSW,2566,150.81971740722700,-34.025577545166000,General practice service,GP
Tweed City Family Practice,Tweed Heads South,NSW,2486,153.545812,-28.201045,General practice service,GP
Ripponlea Medical,Ripponlea,VIC,3185,144.993388,-37.877262,General practice service,GP
Westmead Medical Centre,Westmead,NSW,2145,150.9793243408200,-33.8062629699707,General practice service,GP
Deniliquin Palliative Care Service,Deniliquin,NSW,2710,144.9620361328130,-35.524051666259800,Nurse led clinic,GP
Macarthur Child Family Health Nursing - Oran Park,Oran Park,NSW,2570,150.7405548095700,-34.00005340576170,"Maternal, child and family health service",GP
Padstow Parade Clinic,Padstow,NSW,2211,151.03237915039100,-33.9527473449707,General practice service,GP
Ochre Medical Centre - St Helens,St Helens,TAS,7216,148.25145781,-41.32265778,General practice service,GP
Maternal And Child Health Centre - Dingee,Dingee,VIC,3571,144.23089599609400,-36.37324905395510,"Maternal, child and family health service",GP
Mitcham General Practice,Kingswood,SA,5062,138.609391,-34.972836,General practice service,GP
Woy Woy Community Health Centre,Woy Woy,NSW,2256,151.31980895996100,-33.49732971191410,"Maternal, child and family health service",GP
Murchison Medical Clinic,Murchison,VIC,3610,145.2144012451170,-36.61839294433590,General practice service,GP
Prime Medical Centre,Thornlie,WA,6108,115.95055783634200,-32.06889276039500,General practice service,GP
Read Street Medical & Skin Centre,Rockingham,WA,6168,115.74096,-32.29177,General practice service,GP
Maternal And Child Health Centre - Monbulk,Monbulk,VIC,3793,145.4091339111330,-37.875083923339800,"Maternal, child and family health service",GP
Angurugu Primary Health Centre,Angurugu,NT,822,136.46141052246100,-13.981465339660600,"Maternal, child and family health service",GP
Atticus Health - Bittern,Bittern,VIC,3918,145.1771697998050,-38.33649444580080,General practice service,GP
Myhealth Point Cook,Point Cook,VIC,3030,144.7287139892580,-37.89802169799810,General practice service,GP
The Townsville Hospital - Child And Youth Mental Health Service - Aboriginal And Torres Strait Islander,Douglas,QLD,4814,146.7615966796880,-19.320636749267600,Aboriginal and Torres Strait Islander health service,GP
Belair Medical,Belair,SA,5052,138.622802734375,-34.999290466308600,General practice service,GP
Crookwell District Hospital,Crookwell,NSW,2583,149.46810913085900,-34.464073181152300,"Maternal, child and family health service",GP
Mukinbudin Nursing Post,Mukinbudin,WA,6479,118.20646667480500,-30.915729522705100,Nurse led clinic,GP
Victoria Tower Medical,Burwood,NSW,2134,151.1055450439450,-33.87546920776370,General practice service,GP
Noosa Community Health Centre,Noosa Heads,QLD,4567,153.09071350097700,-26.396434783935500,"Maternal, child and family health service",GP
Brewarrina Health Service Ambulatory Care Clinic,Brewarrina,NSW,2839,146.86367797851600,-29.961763381958000,Nurse led clinic,GP
Leichhardt House Medical Centre,Centenary Heights,QLD,4350,151.96414184570300,-27.58089828491210,General practice service,GP
All Medical,Wantirna South,VIC,3152,145.22166442871100,-37.876373291015600,General practice service,GP
Wellbeing Mclaren Vale,Mclaren Vale,SA,5171,138.5452880859380,-35.221405029296900,General practice service,GP
Barmera Medical Clinic,Barmera,SA,5345,140.4710235595700,-34.248779296875,General practice service,GP
Taree Community Health Centre Palliative Care Service,Taree,NSW,2430,152.45590209960900,-31.909421920776400,Nurse led clinic,GP
Marriott Waters Family & Children's Centre,Lyndhurst,VIC,3975,145.251220703125,-38.07194137573240,"Maternal, child and family health service",GP
Frenchs Forest Doctors,Frenchs Forest,NSW,2086,151.243408203125,-33.75090026855470,General practice service,GP
South Side Medical,East Mackay,QLD,4740,149.18575794,-21.14853416,General practice service,GP
Earlwood Child And Family Health Service,Earlwood,NSW,2206,151.12448120117200,-33.92742156982420,"Maternal, child and family health service",GP
Bicheno General Practice,Bicheno,TAS,7215,148.2969207763670,-41.87407302856450,General practice service,GP
North Blackwater General Practice,Blackwater,QLD,4717,148.88856506347700,-23.57494354248050,General practice service,GP
Warraber Island Primary Health Care Centre,Warraber Islet,QLD,4875,142.82457,-10.208223,Nurse led clinic,GP
Street Doctor (360 Street Doctor),Seville Grove,WA,6112,116.00290081,-32.13329521,General practice service,GP
Maternal And Child Health Centre - Diamond Creek,Diamond Creek,VIC,3089,145.1540069580080,-37.67450714111330,"Maternal, child and family health service",GP
Alpha Medical Centre - Seven Hills,Seven Hills,NSW,2147,150.9325408935550,-33.77546691894530,General practice service,GP
Medical & Aviation Centre Wolli Creek,Wolli Creek,NSW,2205,151.15410836,-33.93265513,General practice service,GP
Medical One - Taylors Lakes,Taylors Lakes,VIC,3038,144.8005828857420,-37.70212173461910,General practice service,GP
Dandenong City Clinic,Dandenong,VIC,3175,145.2152557373050,-37.9888916015625,General practice service,GP
H And S L Cohen - Family Medical Practice,Caulfield,VIC,3162,145.02447509765600,-37.88044357299810,General practice service,GP
West Belconnen Child And Family Centre,Holt,ACT,2615,149.01766967773400,-35.2224235534668,"Maternal, child and family health service",GP
Street Doctor (360 Street Doctor),Perth,WA,6000,115.86768000000000,-31.94723,General practice service,GP
Bega Valley Medical Practice,Bega,NSW,2550,149.84678649902300,-36.674476623535200,General practice service,GP
Schofields Medical Practice,Schofields,NSW,2762,150.87042236328100,-33.69637680053710,General practice service,GP
Nunkuwarrin Yunti - Wakefield Street,Adelaide,SA,5000,138.6077117919920,-34.92780685424810,Aboriginal and Torres Strait Islander health service,GP
Logan Hospital,Meadowbrook,QLD,4131,153.1392822265630,-27.669723510742200,Nurse led clinic,GP
Harbourtown Medical Centre,Arundel,QLD,4214,153.35513305664100,-27.92377471923830,General practice skin cancer service,GP
Norwood Village Medical And Dental Centre,Norwood,SA,5067,138.63778686523400,-34.9205436706543,General practice service,GP
Integral Health Armidale,Armidale,NSW,2350,151.66159057617200,-30.516254425048800,General practice service,GP
Summit Medical Group,Brunswick,VIC,3056,144.9636688232420,-37.75611114501950,General practice service,GP
The Children's Hospital At Westmead,Westmead,NSW,2145,150.99188232421900,-33.801490783691400,"Maternal, child and family health service",GP
Bch Drysdale Youth - Headspace,Drysdale,VIC,3222,144.55572509765600,-38.18973159790040,General practice service,GP
Medacs,Lara,VIC,3212,144.41527324,-38.02441409,General practice service,GP
Wathaurong Aboriginal Co-Operative,North Geelong,VIC,3215,144.34939575195300,-38.099822998046900,General practice service,GP
Maternal And Child Health Centre - Maryborough,Maryborough,VIC,3465,143.741677343917,-37.04697916908,"Maternal, child and family health service",GP
My Medical & Dental Centre,Springfield Central,QLD,4300,152.90220642089800,-27.677515029907200,General practice service,GP
Rudloc Road Medical And Dental Centre,Morley,WA,6062,115.90008544921900,-31.89986228942870,General practice service,GP
Rathdowne Village Medical Centre,Carlton North,VIC,3054,144.97174072265600,-37.78859329223630,General practice service,GP
Tasman Medical Practice,Nubeena,TAS,7184,147.74327087402300,-43.09684371948240,General practice service,GP
Yamadi Lera Yumi Meta,Mackay,QLD,4740,149.18275451660200,-21.142166137695300,Aboriginal and Torres Strait Islander health service,GP
Wickepin Health Centre,Wickepin,WA,6370,117.49966430664100,-32.783447265625,Nurse led clinic,GP
Crown West Medical,Wollongong,NSW,2500,150.88656616210900,-34.4251823425293,General practice service,GP
Gidgegannup Medical Centre,Gidgegannup,WA,6083,116.1921157836910,-31.79392433166500,General practice skin cancer service,GP
